song_id,song_name,artist_name,artist_uri,album_name,album_uri,danceability,energy,valence,tempo,artist_popularity,degree_centrality
spotify:track:3Z3D2hnbZnveVhTuOifJyt,I See You,Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,Crash My Party,spotify:album:5M8gr5RV2eR6UkztC69ogB,0.657,0.821,0.714,130.002,76,0.065298507
spotify:track:3xqF04FdMK7gpIPG3SPFpY,It's Time,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Night Visions,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,0.657,0.885,0.869,105.011,87,0.093283582
spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,4 Your Eyez Only,spotify:album:3CCnGldVQ90c26aFATC1PW,0.657,0.421,0.181,174.063,88,0.02238806
spotify:track:1NNAI51EuoRWw1ydX1zV7S,Daylight,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,Overexposed Track By Track,spotify:album:6ijGiBcBfUwkoyHn5VUHU2,0.656,0.674,0.369,120.001,85,0.042910448
spotify:track:4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,All That We Needed,spotify:album:4vUClKTFaDWnsHE8rK52GY,0.656,0.291,0.298,103.971,63,0.050373134
spotify:track:3bnVBN67NBEzedqQuWrpP4,Tear In My Heart,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,0.655,0.632,0.447,120.113,82,0.055970149
spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,In A Tidal Wave Of Mystery,spotify:album:3WrufJir7I61NkvkDwxero,0.655,0.819,0.766,117.956,67,0.050373134
spotify:track:2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer (Green Album),spotify:album:2OBSz5Nlto0Q5CtYPzPY7c,0.654,0.81,0.661,114.623,74,0.029850746
spotify:track:2kWowW0k4oFymhkr7LmvzO,Come with Me Now,KONGOS,spotify:artist:58R5LHkK3vkmEyGUPOR5kS,Lunatic,spotify:album:71C65HI7THrlkpHHa24YJX,0.654,0.726,0.728,103.987,53,0.027985075
spotify:track:015IsLQFXbEm0f541N2qoX,Red Lights,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,A Town Called Paradise,spotify:album:7we1BNenehBwimeIkK0jL0,0.654,0.83,0.548,124.989,85,0.020522388
spotify:track:5NUvj4WX2tAQGxOF4CWJ7I,Real Life,Jake Owen,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,Real Life,spotify:album:6QMGlRWaj2nZ43cyeub97z,0.654,0.749,0.774,108.004,65,0.065298507
spotify:track:55GxhCTq6SY3tFTVh7z1nR,Dancing In The Moonlight,King Harvest,spotify:artist:5FHwr1FymaS5kutIEK6e2y,Dancing In The Moonlight,spotify:album:2gvwC6eFsQH5rlvrZyhs3s,0.653,0.719,0.682,136.153,58,0.048507463
spotify:track:1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,spotify:artist:3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,spotify:album:3PkdGRruLnJ9zCtANiDrpB,0.653,0.519,0.822,98.883,63,0.020522388
spotify:track:1z6WtY7X4HQJvzxC4UgkSf,Love On Top,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,4,spotify:album:1gIC63gC3B7o7FfpPACZQJ,0.652,0.749,0.651,94.103,92,0.020522388
spotify:track:0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,spotify:artist:1anyVhU62p31KFi8MEzkbf,Coloring Book,spotify:album:71QyofYesSsRMwFOTafnhB,0.652,0.795,0.788,135.018,73,0.063432836
spotify:track:4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,Songs About Jane: 10th Anniversary Edition,spotify:album:5zClcGCSWj926AMjvBNSLc,0.651,0.663,0.465,102,85,0.149253731
spotify:track:5lXcSvHRVjQJ3LB2rLKQog,Superstition - Single Version,Stevie Wonder,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Song Review: A Greatest Hits Collection,spotify:album:0g6DaZtBNmIAiTJGW4n4SR,0.65,0.658,0.883,100.541,75,0.069029851
spotify:track:1aGvLFHJ2shKqO9uycaUcW,Something Good Can Work,Two Door Cinema Club,spotify:artist:536BYVgOnRky0xjsPT96zl,Tourist History,spotify:album:0gyRFAfY08NFv7N8RTFg9M,0.65,0.833,0.68,119.939,69,0.029850746
spotify:track:7jDOx9VTvxq0S9z8RjQ7lv,Should’ve Been Us,Tori Kelly,spotify:artist:1vSN1fsvrzpbttOYGsliDr,Unbreakable Smile,spotify:album:6Q7yIbfFPzplTCBM7d1WRO,0.65,0.766,0.467,89.974,66,0.09141791
spotify:track:2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,The Revivalists,spotify:artist:5kuJibJcwOC53s3OkoGMRA,Men Amongst Mountains,spotify:album:4d40uSufPdCDGGedQGCdGn,0.649,0.718,0.718,101.034,58,0.050373134
spotify:track:2FiSTH0GYpIioUgjfzMIja,Stay,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,Cloud Nine,spotify:album:0uMIzWh1uEpHEBell4rlF8,0.648,0.736,0.378,103.027,80,0.080223881
spotify:track:4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,spotify:album:4lVR2fg3DAUQpGVJ6DciHW,0.648,0.738,0.603,159.145,95,0.039179104
spotify:track:7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,Room For Squares,spotify:album:3yHOaiXecTJVUdn7mApZ48,0.647,0.729,0.687,94.01,77,0.09141791
spotify:track:4iCKHGl4ij4YMwFrUZLGEQ,Kill The Lights (with Nile Rodgers) - Audien Remix,Alex Newell,spotify:artist:2vGaSKEDFsVPBgcnGxqlBN,Kill The Lights (with Nile Rodgers),spotify:album:3H2mPBmypuqKI2nLeVhLER,0.647,0.879,0.427,126.042,48,0.080223881
spotify:track:5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Late Registration,spotify:album:4GRDFQ9HRoO0by8H0r2a3I,0.646,0.696,0.625,92.88,94,0.09141791
spotify:track:316r1KLN0bcmpr7TZcMCXT,The Sound,The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,"I like it when you sleep, for you are so beautiful yet so unaware of it",spotify:album:1JFmNyVPdBF1ECvv4fhpW4,0.646,0.938,0.545,120.708,77,0.029850746
spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,Outside,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,Motion,spotify:album:48zisMeiXniWLzOQghbPqS,0.646,0.823,0.418,128.035,86,0.020522388
spotify:track:3WKg25vrbjJlkhsgl2W4p3,Bright,Echosmith,spotify:artist:1PbBg2aYjWLKRk84zJK15x,Talking Dreams,spotify:album:1oHY6eQmEG8skElDvFgKz2,0.646,0.431,0.292,90.034,58,0.09141791
spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,0.645,0.713,0.566,74.989,82,0.097014925
spotify:track:58jx3tTuDuzHysC77c0AQd,Hold My Hand,Jess Glynne,spotify:artist:4ScCswdRlyA23odg9thgIO,I Cry When I Laugh,spotify:album:7BEPVoBcHuTLWpcdj8FhM8,0.642,0.823,0.431,122.977,73,0.018656716
spotify:track:42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Third Eye Blind,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,spotify:album:2gToC0XAblE9h3UZD6aAaQ,0.64,0.864,0.701,102.026,64,0.016791045
spotify:track:5masKPHeAOVNgxdLebIcK7,Stole the Show,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,Cloud Nine,spotify:album:0uMIzWh1uEpHEBell4rlF8,0.64,0.635,0.475,100.034,80,0.020522388
spotify:track:3M31S6f0z8S3nkFh3eS06W,Drink to That All Night,Jerrod Niemann,spotify:artist:0RKP52f5PNDCRZ9Luq2Sr7,High Noon,spotify:album:0uQnXXbHhO6BQ1vFcwMwT8,0.639,0.846,0.475,115.965,48,0.065298507
spotify:track:6HViP4DVYa8gQtxLndmhwu,Aloha,Møme,spotify:artist:4lDXfIznmGueBgTjI3qGUX,Panorama,spotify:album:0HLgfzY2myeWL0PexR0s38,0.638,0.629,0.337,99.973,53,0.080223881
spotify:track:09iyGiljLWRYXdRazFkdtJ,I Could Use a Love Song,Maren Morris,spotify:artist:6WY7D3jk8zTrHtmkqqo5GI,HERO (Deluxe Edition),spotify:album:4sSXylKcBB3p47VfrBJlfK,0.638,0.634,0.473,92.097,70,0.02238806
spotify:track:0MGlHpo9P4HN4AsgG44GG7,Electric (feat. Khalid),Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,Electric (feat. Khalid),spotify:album:3ViyaxHvxG4qWKt8yptdrG,0.637,0.359,0.142,111.049,63,0.031716418
spotify:track:561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Encore,spotify:album:1kTlYbs28MXw7hwO0NLYif,0.637,0.678,0.254,84.039,90,0.031716418
spotify:track:40dJCw4xU6Bd5ie9rfagNo,Everybody Wants To Rule The World,Tears For Fears,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Songs From The Big Chair,spotify:album:4yaypP8ytl2ghM2kiNSD8a,0.637,0.811,0.552,112.053,74,0.031716418
spotify:track:7j56HrjR9cGzvekvZY3Faz,HandClap,Fitz and The Tantrums,spotify:artist:4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,spotify:album:7HBKKw5pJLNj6mdRLb1KG3,0.636,0.836,0.715,139.956,69,0.048507463
spotify:track:5gBQ3x6u7DCvMW1QoP3CpG,100 Years,Five For Fighting,spotify:artist:7FgMLbnZVrEnir95O0YujA,Playlist: The Very Best Of Five For Fighting,spotify:album:1QBU2iq38q3Y8PWlBhRFzk,0.636,0.559,0.288,120.487,56,0.02238806
spotify:track:4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer,spotify:album:33CmI2lR8PnQwz6133Mc7l,0.635,0.435,0.459,76.098,74,0.027985075
spotify:track:0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,This Is What You Came For,spotify:album:3pEgGUv379EDinvg1TN7Kt,0.631,0.927,0.465,123.962,86,0.106343284
spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,0.63,0.804,0.492,123.146,88,0.063432836
spotify:track:1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Let It Bleed,spotify:album:0c78nsgqX6VfniSNWIxwoD,0.63,0.616,0.509,118.65,80,0.020522388
spotify:track:6y6jbcPG4Yn3Du4moXaenr,Idfc,blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM,Deadroses,spotify:album:1TkwzY3l4LqAfrQwBAx45Q,0.63,0.5,0.315,144.871,74,0.048507463
spotify:track:2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You,Meghan Trainor,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,Title,spotify:album:5W98Ab4VvQEuFEE4TIe5fE,0.63,0.53,0.417,108.038,78,0.035447761
spotify:track:0dPBlz8N0veeceejtuvpPz,ILYSB,LANY,spotify:artist:49tQo2QULno7gxHutgccqF,LANY,spotify:album:2hVTFTbeg9QhXGZAY99oRa,0.629,0.623,0.412,99.989,75,0.048507463
spotify:track:1yJZwBqTyGTB7mz8nZyiel,Barcelona,George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,Wanted On Voyage,spotify:album:5tF2lAa2rh2kU2xIiBzWia,0.629,0.577,0.171,93.997,73,0.035447761
spotify:track:7FJP35tUJ2121EJsFpU1Gh,Beautiful Now,Zedd,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,True Colors,spotify:album:453l82SGKWDAlOpKkUSX1u,0.628,0.833,0.56,128.003,74,0.020522388
spotify:track:5Ck3e6z1bcSCes5gdo0Ddt,Bed Peace,Jhene Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,Sail Out,spotify:album:73TNMu44lT0m1h1Nn6Bfiq,0.628,0.566,0.299,119.859,78,0.139925373
spotify:track:0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp,Setting Fires,spotify:album:5BJeN4SVEKe204y2SiszOe,0.626,0.717,0.56,105.039,81,0.048507463
spotify:track:34Jeq8ktRzyOW1uw40InVy,Uma Thurman,Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,spotify:album:0dAvbhVYW3bGnLldQ8Nvwn,0.624,0.953,0.729,149.992,79,0.026119403
spotify:track:4gs07VlJST4bdxGbBsXVue,Heartbreak Warfare,John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,Battle Studies,spotify:album:1V5vQRMWTNGmqwxY8jMVou,0.624,0.554,0.311,97.031,77,0.02238806
spotify:track:4kfm1uI9QGaoN9qm6CkAMn,What I've Done,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Minutes To Midnight,spotify:album:2FJ7JZqCtWXd9MjuBQhCP4,0.623,0.93,0.287,120.119,86,0.046641791
spotify:track:0DBIL8arX0Zo6eAuxNIpik,Bump n' Grind,R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ,12 Play,spotify:album:11UWeyxXNreHeZwEViqs3y,0.621,0.481,0.679,65.004,66,0.031716418
spotify:track:1Cwsd5xI8CajJz795oy4XF,You Get What You Give,New Radicals,spotify:artist:0Grjlu7ncIuCaSYvCs9fcd,Maybe You've Been Brainwashed Too,spotify:album:13btXEnBerpA1UjIVtsMAR,0.621,0.901,0.744,113.967,60,0.016791045
spotify:track:2aIB1CdRRG7YLBu9hNw9nR,The Beautiful People,Marilyn Manson,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj,Antichrist Superstar,spotify:album:7APnZJwayR3lH9aUDPDYQB,0.621,0.834,0.937,143.973,69,0.039179104
spotify:track:5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,0.62,0.574,0.357,100.023,74,0.123134328
spotify:track:0ikz6tENMONtK6qGkOrU3c,Wake Me up Before You Go-Go,Wham!,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,Make It Big,spotify:album:02f3y3NTsddjdUMoNiBppI,0.62,0.573,0.897,81.548,68,0.031716418
spotify:track:0F0MA0ns8oXwGw66B2BSXm,Let's Dance - 1999 Remastered Version,David Bowie,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,Let's Dance,spotify:album:37KYBt1Lzn4eJ4KoCFZcnR,0.619,0.703,0.709,115.043,77,0.046641791
spotify:track:1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,The Human Condition,spotify:album:2e8nzTZ0HtK94IifOWgN7o,0.617,0.567,0.505,90.246,65,0.048507463
spotify:track:3Bjr9MzHM7KHk6zq7KvJRN,Love Myself,Hailee Steinfeld,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,HAIZ,spotify:album:5m01tty1948HnkXUhG0urw,0.617,0.759,0.324,122.925,68,0.031716418
spotify:track:0cV4xwUA4ue2deqq4CZFko,I Don't Want This Night to End,Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,Tailgates & Tanlines,spotify:album:4ybWq0AegFFAvHULAe7q0K,0.616,0.728,0.375,111.934,76,0.065298507
spotify:track:4WiiRw2PHMNQE0ad6y6GdD,Chocolate,The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:album:6Z1zv6Hw9bdvSoxI5uYk2h,0.614,0.938,0.607,100.058,77,0.029850746
spotify:track:6OZPl7bOm8EOshsVmWH5W8,Immortals,Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,American Beauty/American Psycho,spotify:album:0dAvbhVYW3bGnLldQ8Nvwn,0.614,0.877,0.498,108.015,79,0.026119403
spotify:track:0ytw2owVvegkIS87txqV1O,Swim Good,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Swim Good,spotify:album:54LzGRPx7leJfCh8Vp48Rk,0.613,0.667,0.674,79.898,85,0.02238806
spotify:track:2d48mamATjby7wgPjdrSOQ,Craving You,Thomas Rhett,spotify:artist:6x2LnllRG5uGarZMsD4iO8,Life Changes,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.613,0.839,0.526,104.975,73,0.02238806
spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Don't You Worry Child (feat. John Martin),spotify:album:3RKhRsifs4RWrqvWV1YpPY,0.612,0.84,0.438,129.042,75,0.042910448
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,Dopamine,spotify:album:17l7MIu0Jh0tdgK7or9ovw,0.611,0.797,0.518,120.041,67,0.029850746
spotify:track:7BKUWh5sdtdS17crohRe4L,Black SpiderMan,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,0.611,0.867,0.336,140.032,74,0.063432836
spotify:track:4OZEu0Vwq0RB2LAq14v99n,Middle,DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,Encore,spotify:album:55bbXORm6ZrVq52zfZnxBf,0.611,0.7,0.213,104.981,78,0.106343284
spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,Paramore,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:album:4sgYpkIASM1jVlNC8Wp9oF,0.61,0.893,0.673,104.031,78,0.020522388
spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Purpose,spotify:album:7fZH0aUAjY3ay25obOUf2a,0.609,0.378,0.515,100.418,89,0.048507463
spotify:track:3YimpODfNhxj3rN81v4WvE,Raise 'Em Up,Keith Urban,spotify:artist:0u2FHSq3ln94y5Q57xazwf,Fuse,spotify:album:6LJH0InZpmgymwZ3hpsUYD,0.609,0.788,0.54,108.053,69,0.065298507
spotify:track:6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Cold Water (feat. Justin Bieber & MØ),spotify:album:3o99825qhG7K7D07naRs4F,0.608,0.798,0.501,92.943,77,0.139925373
spotify:track:3C3cr2JQwXIhqAHqOardVO,Holding On To You,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Vessel,spotify:album:2r2r78NE05YjyHyVbVgqFn,0.608,0.776,0.814,89.996,82,0.026119403
spotify:track:67EY6aDoIx8czEPS6a2AaI,The Man Who Can't Be Moved,The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,spotify:album:5gCo4z8XZ0T16nJmnw9wnG,0.608,0.629,0.325,99.953,74,0.059701493
spotify:track:6F609ICg9Spjrw1epsAnpa,Controlla,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,Views,spotify:album:3hARKC8cinq3mZLLAEaBh9,0.607,0.476,0.347,122.976,96,0.063432836
spotify:track:5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Revival,spotify:album:3Kbuu2tHsIbplFUkB7a5oE,0.607,0.673,0.215,88.952,82,0.020522388
spotify:track:7hVhRCDV100Jq26NGR7adw,Good Times Roll,The Cars,spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,The Cars,spotify:album:4tJPWT4r4FSKwy784Qs1Fq,0.607,0.662,0.629,107.643,65,0.027985075
spotify:track:5BbYPT6ehZf0hSv2su6JAl,Make You Miss Me,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.606,0.476,0.197,146.052,69,0.078358209
spotify:track:0M1Roj6uW2xZ08I91Dd0gP,Cop Car,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.606,0.585,0.162,76.983,69,0.02238806
spotify:track:50xwQXPtfNZFKFeZ0XePWc,Yellow Submarine - Remastered,The Beatles,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,Revolver,spotify:album:3PRoXYsngSwjEQWR5PsHWR,0.604,0.549,0.696,111.398,85,0.031716418
spotify:track:1ncZDJd94BSPn2WnbDh3HS,Ex To See,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.604,0.811,0.669,149.991,69,0.078358209
spotify:track:4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,The Resistance,spotify:album:0eFHYz8NmK75zSplL5qlfM,0.602,0.905,0.411,128.019,75,0.087686567
spotify:track:4lJ6YVXQ0jUk5ILu0PSrA4,Ooh La La,Faces,spotify:artist:3v4feUQnU3VEUqFrjmtekL,Ooh La La,spotify:album:4eTVgxB6wm5eGvesA4cUN5,0.601,0.574,0.8,147.964,55,0.020522388
spotify:track:2zvot9pY2FNl1E94kc4K8M,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,Honky Chateau,spotify:album:46g6b33tbttcPtzbwzBoG6,0.601,0.532,0.341,136.571,83,0.050373134
spotify:track:2H8LPaY3NSjmOFMH2Rygnz,Running Out,Matoma,spotify:artist:4YXycRbyyAE0wozTk7QMEq,Running Out,spotify:album:5vYA5O6P4ESBwV1gN1orpi,0.601,0.682,0.17,94.999,64,0.080223881
spotify:track:6WhzFzROw3aq3rPWjgYlxr,Gold,Kiiara,spotify:artist:4u5smJBskI6Adzv08PuiUP,Gold,spotify:album:4sbZHOW6I2LTTjlRJbhVtA,0.6,0.412,0.408,113.049,59,0.106343284
spotify:track:0d1ZmSlIf05gkCPuSPy0Yq,Home,Phillip Phillips,spotify:artist:6p5JxpTc7USNnBnLzctyd4,The World From The Side Of The Moon,spotify:album:6Q763AFH9UEyRKe0aFDJt0,0.599,0.803,0.384,121.04,61,0.061567164
spotify:track:4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Second Helping,spotify:album:5rtOJsiDDjA9V5306cyTRS,0.597,0.605,0.886,97.782,73,0.035447761
spotify:track:5g15o2Sm55Hn9ShK5yEXgp,Kick The Dust Up,Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,Kill The Lights,spotify:album:0WtCqmpVN7rRGfDMSWSXBA,0.597,0.86,0.818,172.064,76,0.065298507
spotify:track:4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),P!nk,spotify:artist:1KCSPY1glIKqW2TotWuXOR,The Truth About Love,spotify:album:2Q9oTK48eb85waX1fFJsvj,0.597,0.919,0.729,113.991,81,0.042910448
spotify:track:05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,spotify:artist:2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,spotify:album:1UQG78YJjaBySRMh0A8Uw7,0.596,0.869,0.944,109.902,62,0.050373134
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,Motion,spotify:album:48zisMeiXniWLzOQghbPqS,0.596,0.856,0.743,127.949,86,0.020522388
spotify:track:43KOxR9m0vrfE1rI1EPw1z,Speakers,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.596,0.462,0.331,75.092,69,0.111940299
spotify:track:72MoMtcC0fmMPbyOh8L5nZ,Cherry Pie,Warrant,spotify:artist:7HLvzuM9p11k9lUQfSM4Rq,Cherry Pie,spotify:album:4RKOkS1b88Nm23M1XJxBEy,0.594,0.923,0.486,88.603,55,0.035447761
spotify:track:1snNAXmmPXCn0dkF9DaPWw,You & Me - Flume Remix,Disclosure,spotify:artist:6nS5roXSAGhTGr34W6n7Et,Settle (The Remixes),spotify:album:0QFMqnSP2kBMTrbfNkj3SB,0.593,0.392,0.25,75.065,73,0.029850746
spotify:track:2nRvKHh2mtOfIQ4jcAkP9q,Just a Kiss,Lady Antebellum,spotify:artist:32WkQRZEVKSzVAAYqukAEA,Own The Night,spotify:album:77qMEqlvpP3A9birVl9bjn,0.593,0.639,0.332,142.881,66,0.048507463
spotify:track:53Pgsvu3qSYO2aXt5J2vcL,Lego House,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,+,spotify:album:0W5GGnapMz0VwemQvJDqa7,0.592,0.637,0.565,159.701,87,0.02238806
spotify:track:2N3F1EQCpnIeDOA3rLSAfE,Break Up In A Small Town,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.592,0.794,0.438,135.991,69,0.126865672
spotify:track:1eQBEelI2NCy7AUTerX0KS,Ultralight Beam,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,The Life Of Pablo,spotify:album:7gsWAHLeT0w7es6FofOXk1,0.592,0.403,0.391,105.169,94,0.035447761
spotify:track:41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,The Paper Kites,spotify:artist:79hrYiudVcFyyxyJW0ipTy,Woodland - EP,spotify:album:5l8axHOB8sCsWqfK5XVtbF,0.592,0.416,0.417,96.002,69,0.048507463
spotify:track:0R67ZmPPWTEX5jgM8dvia7,Raised On It,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,0.591,0.949,0.727,94.029,69,0.078358209
spotify:track:3ZMv9EzGoteNi5Qnx0KpEO,Skinny Love,Bon Iver,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,"For Emma, Forever Ago",spotify:album:10HuTnFqkhym6gXmIDxBsm,0.591,0.259,0.108,76.396,76,0.059701493
